"","V1","name","gp","min","pts","fgm","fga","fg","3p_made","3pa","3p","ftm","fta","ft","oreb","dreb","reb","ast","stl","blk","tov","target_5yrs"
"1103",1102,"Michael Doleac",49,15.9,6.2,2.6,5.4,46.8,0,0,0,1.1,1.6,67.5,1.3,1.7,3,0.4,0.4,0.3,0.5,"SI"
"1104",1103,"Cory Carr",42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,"NO"
"1105",1104,"Keon Clark",28,14.6,3.3,1.3,2.9,45,0,0,0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,"SI"
"1106",1105,"Damon Jones",24,14.3,5.2,1.8,5,36.1,1,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0,0.7,"SI"
"1107",1106,"Pat Garrity",39,13.8,5.6,2.2,4.4,50,0.2,0.5,38.9,1,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,"SI"
"1108",1107,"Marcus Smart",67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.5,0.3,1.3,"NO"
"1109",1108,"Bryce Drew",34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,"SI"
"1110",1109,"Jelani McCoy",26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,"SI"
"1111",1110,"Brad Miller",38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,"SI"
"1112",1111,"Ricky Davis",46,12.1,4.5,1.8,4.3,40.5,0,0.3,16.7,1,1.3,76.3,0.9,1,1.8,1.3,0.7,0.1,1.2,"SI"
"1113",1112,"J.R. Henderson",30,11,3.2,1.2,3.2,36.5,0.1,0.2,40,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,"NO"
"1114",1113,"Corey Benjamin",31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,"NO"
"1115",1114,"Roshown McLeod",34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,"NO"
"1116",1115,"Earl Boykins",22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,"SI"
"1117",1116,"Toby Bailey",27,9.2,2.9,1.3,3.2,39.5,0,0.2,20,0.3,0.5,69.2,0.9,1.1,2,0.5,0.3,0.1,0.4,"NO"
"1118",1117,"Marlon Garnett",24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,"NO"
"1119",1118,"Jordan Clarkson",59,25,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,0.9,0.2,1.6,"NO"
"1120",1119,"Andrae Patterson",35,8.1,3.3,1.2,2.8,44.3,0,0.1,0,0.8,1,77.8,0.9,1,1.9,0.4,0.5,0.2,0.6,"NO"
"1121",1120,"Gerald Brown",33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,"NO"
"1122",1121,"Ruben Patterson",24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,"SI"
"1123",1122,"Nazr Mohammed",26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,"SI"
"1124",1123,"Keith Van Horn",62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1,0.4,2.6,"SI"
"1125",1124,"Ron Mercer",80,33.3,15.3,6.4,14.3,45,0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,"SI"
"1126",1125,"Brevin Knight",80,31,9,3.3,7.4,44.1,0,0.1,0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,"SI"
"1127",1126,"Cedric Henderson",82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,"SI"
"1128",1127,"Cedric Henderson",82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,"NO"
"1129",1128,"Bobby Jackson",68,30,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,"SI"
"1130",1129,"Zach LaVine",77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,0.7,0.1,2.5,"NO"
"1131",1130,"Anthony Johnson",77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,"SI"
"1132",1131,"Derek Anderson",66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,"SI"
"1133",1132,"Chauncey Billups",80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,"SI"
"1134",1133,"Antonio Daniels",74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,"SI"
"1135",1134,"Eric Washington",66,23.3,7.7,3,7.5,40.4,0.7,2.1,32.1,1,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,"NO"
"1136",1135,"Tony Battie",65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,"SI"
"1137",1136,"Tim Thomas",77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,"SI"
"1138",1137,"Danny Fortson",80,22.6,10.2,3.5,7.6,45.2,0,0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1,0.6,0.4,2,"SI"
"1139",1138,"Maurice Taylor",71,21.3,11.5,4.5,9.5,47.6,0,0,0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,"SI"
"1140",1139,"Lawrence Funderburke",52,21,9.5,3.7,7.5,49,0,0.1,14.3,2.1,3.1,67.9,1.5,3,4.5,1.2,0.4,0.3,1.2,"SI"
"1141",1140,"Alvin Williams",54,19.8,6,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,"SI"
"1142",1141,"Rodrick Rhodes",58,18.4,5.8,1.9,5.3,36.7,0,0.1,25,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,"NO"
"1143",1142,"Tracy McGrady",64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,"SI"
"1144",1143,"Rick Brunson",38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,"SI"
"1145",1144,"Jerald Honeycutt",38,13.9,6.4,2.4,5.8,40.7,0.8,2,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,"NO"
"1146",1145,"Kelvin Cato",74,13.6,3.8,1.3,3.1,42.8,0,0,0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,"SI"
"1147",1146,"Domantas Sabonis",34,21.1,6.4,2.6,6,43.9,1,2.4,39.8,0.1,0.2,57.1,0.5,3.1,3.6,1.3,0.6,0.5,1.1,"NO"
"1148",1147,"Adreian Payne",32,23.1,6.7,2.8,6.9,41.4,0,0.3,11.1,0.9,1.4,65.2,1.5,3.6,5.1,0.9,0.6,0.3,1.4,"NO"
"1149",1148,"Keith Closs",58,12.8,4,1.6,3.6,44.9,0,0,0,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,"NO"
"1150",1149,"Kevin Ollie",35,12.3,3.5,1.1,2.8,37.8,0,0,0,1.4,2,70,0.3,0.9,1.1,1.9,0.4,0,1.3,"SI"
"1151",1150,"Bubba Wells",39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,"NO"
"1152",1151,"John Thomas",54,9.9,2.8,1,2.1,48.7,0,0,0,0.8,1,75.9,0.9,1.1,2,0.3,0.4,0.2,0.8,"SI"
"1153",1152,"Travis Williams",39,9.4,3.5,1.4,3.1,47.1,0,0,0,0.6,1.2,52.2,1.4,1,2.4,0.5,0.5,0.1,0.8,"NO"
"1154",1153,"Jacque Vaughn",45,9.3,3.1,1,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0,1.2,"SI"
"1155",1154,"Chris Garner",38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,"NO"
"1156",1155,"Chris Crawford",40,6.4,3.8,1.2,2.8,41.8,0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1,0.2,0.3,0.2,0.5,"SI"
"1157",1156,"Anthony Parker",37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65,0.2,0.5,0.7,0.5,0.3,0.1,0.3,"SI"
"1158",1157,"Allen Iverson*",76,40.1,23.5,8.2,19.8,41.6,2,6,34.1,5,7.2,70.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,"SI"
"1159",1158,"Kerry Kittles",82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.9,0.4,1.6,"SI"
"1160",1159,"Antoine Walker",82,36.2,17.5,7,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,1.3,0.7,2.8,"SI"
"1161",1160,"Shareef Abdur-Rahim",80,35,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1,1,2.8,"SI"
"1162",1161,"Stephon Marbury",67,34.7,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,1,0.3,3.1,"SI"
"1163",1162,"Ray Allen",82,30.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,0.9,0.1,1.8,"SI"
"1164",1163,"Marcus Camby",63,30.1,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,"SI"
"1165",1164,"Matt Maloney",82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,"SI"
"1166",1165,"Lorenzen Wright",77,25.1,7.3,3.1,6.4,48.1,0,0.1,25,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1,"SI"
"1167",1166,"K.J. McDaniels",62,21.8,7.9,2.8,7,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1,2.2,3.2,1.2,0.7,1.1,1.7,"NO"
"1168",1167,"Dean Garrett",68,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,"SI"
"1169",1168,"Chris Robinson",41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,"NO"
"1170",1169,"Shandon Anderson",65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,"SI"
"1171",1170,"Travis Knight",71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,"SI"
"1172",1171,"Kobe Bryant",71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,"SI"
"1173",1172,"Randy Livingston",64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,"SI"
"1174",1173,"Othella Harrington",57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,"SI"
"1175",1174,"Erick Dampier",72,14.6,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1,1.2,"SI"
"1176",1175,"Rodney Hood",50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.6,0.2,0.9,"NO"
"1177",1176,"Tony Delk",61,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,"SI"
"1178",1177,"Samaki Walker",43,14,5,1.9,4.3,44.4,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,"SI"
"1179",1178,"Todd Fuller",75,12.7,4.1,1.5,3.5,42.9,0,0,0,1,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,"SI"
"1180",1179,"John Wallace",68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,"SI"
"1181",1180,"Derek Fisher",80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,"SI"
"1182",1181,"Ray Owes",57,10.4,3.1,1.3,3.2,41.7,0,0.1,20,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,"NO"
"1183",1182,"Jermaine O'Neal",45,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0,0.6,0.6,"SI"
"1184",1183,"Malik Rose",54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,"SI"
"1185",1184,"Brett Szabo",70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,"NO"
"1186",1185,"Jerami Grant",65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3,59.1,0.8,2.3,3,1.2,0.6,1.1,1.3,"NO"
"1187",1186,"Darvin Ham",36,8.8,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,"SI"
"1188",1187,"Steve Hamer",35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,"NO"
"1189",1188,"Walter McCarty",35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,"SI"
"1190",1189,"Priest Lauderdale",35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,"NO"
"1191",1190,"Damon Stoudamire",70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,"SI"
"1192",1191,"Michael Finley",82,39.2,15,5.7,11.9,47.6,0.7,2.3,32.8,3,3.9,74.9,1.7,2.9,4.6,3.5,1,0.4,1.6,"SI"
"1193",1192,"Jerry Stackhouse",72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,"SI"
"1194",1193,"Joe Smith",82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,"SI"
"1195",1194,"Bryant Reeves",77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,"SI"
"1196",1195,"Tyus Edney",80,31,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0,2.4,"NO"
"1197",1196,"Antonio McDyess",76,30,13.4,5.6,11.6,48.5,0,0.1,0,2.2,3.2,68.3,3,4.5,7.5,1,0.7,1.5,2,"SI"
"1198",1197,"Kevin Garnett",80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,"SI"
"1199",1198,"Rasheed Wallace",65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65,1.4,3.2,4.7,1.3,0.7,0.8,1.6,"SI"
"1200",1199,"Brent Barry",79,24,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,"SI"
"1201",1200,"Eric Williams",64,23,10.7,3.8,8.5,44.1,0,0.2,30,3.1,4.7,67.1,1.4,2,3.4,1.1,0.9,0.2,1.4,"SI"
"1202",1201,"Kurt Thomas",74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,"SI"
"1203",1202,"Ashraf Amaya",54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,"NO"
"1204",1203,"Alan Henderson",79,17.9,6.4,2.4,5.5,44.2,0,0,0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,"SI"
"1205",1204,"Gary Trent",69,17.7,7.5,3.2,6.2,51.3,0,0.1,0,1.1,2,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,"SI"
"1206",1205,"Loren Meyer",72,17.6,5,2,4.6,43.9,0,0.2,27.3,1,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,"NO"
"1207",1206,"Theo Ratliff",75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,"SI"
"1208",1207,"Anthony Goldwire",42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,"SI"
"1209",1208,"Bob Sura",79,14.6,5.3,1.9,4.6,41.1,0.3,1,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,"SI"
"1210",1209,"Don Reid",69,14.4,3.8,1.5,2.7,56.7,0,0,0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,"SI"
"1211",1210,"Jimmy King",62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,"NO"
"1212",1211,"Shawn Respert",62,13.6,4.9,1.8,4.7,38.7,0.7,2,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,"NO"
"1213",1212,"Shabazz Napier",51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,"NO"
"1214",1213,"Cherokee Parks",64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1,66.1,1,2.3,3.4,0.5,0.4,0.5,0.5,"SI"
"1215",1214,"Lawrence Moten",44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,"NO"
"1216",1215,"Greg Ostertag",57,11.6,3.6,1.5,3.2,47.3,0,0,0,0.6,0.9,66.7,1,2.1,3.1,0.1,0.1,1.1,0.4,"SI"
"1217",1216,"Corliss Williamson",53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,"SI"
"1218",1217,"Terrence Rencher",36,11.3,2.9,0.9,2.8,33,0.3,0.8,31,0.9,1.3,67.4,0.3,1,1.2,1.5,0.4,0.1,1.2,"NO"
"1219",1218,"Chris Carr",60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,"SI"
"1220",1219,"Travis Best",59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,"SI"
"1221",1220,"Jason Caffey",57,9.6,3.2,1.2,2.8,43.8,0,0,0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,"SI"
"1222",1221,"Elijah Millsap",47,19.7,5.3,1.7,5.1,34,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,"NO"
"1223",1222,"Eric Snow",43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,"SI"
"1224",1223,"Jerome Allen",41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,"NO"
"1225",1224,"Junior Burrough",61,8.1,3.1,1,2.8,37.6,0,0,0,1,1.5,65.6,0.7,1,1.8,0.2,0.3,0.2,0.7,"NO"
"1226",1225,"Lou Roe",49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,"NO"
"1227",1226,"Marques Bragg",53,7,2.5,1,2.3,45,0,0,0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,"NO"
"1228",1227,"Todd Mundt",33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,"NO"
"1229",1228,"Grant Hill",70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5,1.8,0.9,2.9,"SI"
"1230",1229,"Glenn Robinson",80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,"NO"
"1231",1230,"Glenn Robinson",80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,"SI"
"1232",1231,"Juwan Howard",65,36.1,17,7,14.3,48.9,0,0.1,0,3,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,"SI"
"1233",1232,"Tarik Black",63,19,6,2.5,4.3,57.5,0,0,0,1,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,"NO"
"1234",1233,"Jason Kidd",79,33.8,11.7,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,5.4,7.7,1.9,0.3,3.2,"SI"
"1235",1234,"Lamond Murray",81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2,"SI"
"1236",1235,"Eddie Jones",64,31,14,5.3,11.6,46,1.4,3.8,37,1.9,2.6,72.2,1.2,2.7,3.9,2,2,0.6,1.2,"SI"
"1237",1236,"Eric Montross",78,29.7,10,3.9,7.4,53.4,0,0,0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,"SI"
"1238",1237,"Donyell Marshall",72,29,12.6,4.8,12.2,39.4,1,3.4,28.4,2,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,"SI"
"1239",1238,"Brian Grant",80,28.6,13.2,5.2,10.1,51.1,0,0.1,25,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2,"SI"
"1240",1239,"Sharone Wright",79,25.9,11.4,4.6,9.8,46.5,0,0.1,0,2.3,3.6,64.5,2.4,3.6,6,0.6,0.5,1.3,1.9,"NO"
"1241",1240,"Wesley Person",78,23.1,10.4,4,8.2,48.4,1.5,3.4,43.6,1,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1,"SI"
"1242",1241,"Clifford Rozier",66,22.6,6.8,2.9,5.9,48.5,0,0.1,28.6,1,2.3,44.7,3,4.3,7.4,0.7,0.5,0.6,1.4,"NO"
"1243",1242,"Jalen Rose",81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2,2.7,4.8,0.8,0.3,2,"SI"
"1244",1243,"Tyler Johnson",32,18.8,5.9,2.2,5.2,41.9,0.6,1.5,37.5,1,1.5,68.1,0.4,2.1,2.5,1.3,1,0.3,0.9,"NO"
"1245",1244,"Khalid Reeves",67,21.8,9.2,3.1,6.9,44.3,1,2.6,39.2,2.1,2.9,71.4,0.8,2,2.8,4.3,1.1,0.1,2,"SI"
"1246",1245,"Chris Childs",53,19.3,5.8,2,5.3,38,0.8,2.4,32.8,1,1.4,75.3,0.3,1,1.3,4.1,0.8,0.1,1.4,"SI"
"1247",1246,"Aaron McKie",45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,"SI"
"1248",1247,"Ryan Lorthridge",37,18.2,7.4,2.9,6,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0,1.5,"NO"
"1249",1248,"Derrick Alston",64,16.1,4.7,1.9,4,46.5,0,0.1,0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,"NO"
"1250",1249,"Anthony Tucker",62,15.8,3.9,1.5,3.4,45.7,0,0,0,0.8,1.3,61.4,0.7,2,2.7,1.1,0.7,0.2,0.9,"NO"
"1251",1250,"Greg Minor",63,15,6,2.5,4.8,51.5,0,0.2,16.7,1,1.2,83.3,0.8,1.4,2.2,1,0.5,0.3,0.7,"SI"
"1252",1251,"Eric Piatkowski",81,14.9,7,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1,0.5,0.2,0.8,"SI"
"1253",1252,"B.J. Tyler",55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70,0.2,0.9,1.1,3.2,0.7,0,1.8,"NO"
"1254",1253,"Eric Mobley",46,12.8,3.9,1.7,2.9,59.1,0,0,100,0.5,1,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,"NO"
"1255",1254,"Monty Williams",41,12.3,3.3,1.5,3.2,45.1,0,0.2,0,0.4,0.9,44.7,1,1.4,2.4,1.2,0.5,0.1,1,"SI"
"1256",1255,"Anthony Miller",46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,"SI"
